item_id,num_users,avg_dur,score,title,genres,content_type,release_year
14029,23,93.3913043478261,2148.0,Заповедник,комедии,film,2018.0
8381,24,89.45833333333333,2147.0,Новейший завет,"фэнтези, комедии",film,2015.0
8319,23,93.34782608695652,2147.0,Hot Wheels. За гранью воображения,"для детей, приключения, зарубежные, западные мультфильмы, комедии",film,2015.0
11610,23,93.26086956521739,2145.0,Оборотень,"ужасы, детективы, комедии",film,2020.0
7891,24,89.20833333333333,2141.0,Охота,"драмы, мультфильм",film,2019.0
339,22,97.22727272727273,2139.0,[4k] Смурфики 2,"фильмы, для детей, зарубежные, семейное, фэнтези, комедии",film,2013.0
2871,24,89.04166666666667,2137.0,Бумага,"драмы, комедии",film,2017.0
875,23,92.8695652173913,2136.0,Кинг Конг,"приключения, драмы, мелодрамы, боевики, фэнтези",film,2005.0
12211,23,92.82608695652173,2135.0,Гарри и Хендерсоны,"семейное, фэнтези, комедии",film,1987.0
12038,23,92.69565217391305,2132.0,Мне не больно,"драмы, мелодрамы",film,2006.0
12292,23,92.69565217391305,2132.0,13 часов: Тайные солдаты Бенгази,"боевики, триллеры, военные",film,2016.0
2449,23,92.65217391304348,2131.0,Однажды,"драмы, мелодрамы, комедии",film,2015.0
3113,23,92.6086956521739,2130.0,Концерт Burito,"концерт, музыкальные",film,2020.0
16067,24,88.70833333333333,2129.0,Средиземное море,драмы,film,2016.0
1677,23,92.47826086956522,2127.0,Носферату. Ужас ночи,"ужасы, мультфильм, детективы, комедии",film,2010.0
13040,24,88.54166666666667,2125.0,Стрекоза,мелодрамы,series,2018.0
4289,25,85.0,2125.0,Конгсуни (музыкальные видео),"мультсериалы, музыкальные",series,2014.0
4433,22,96.5909090909091,2125.0,Старикам тут не место,"драмы, триллеры",film,2007.0
16284,23,92.3913043478261,2125.0,Темная гавань,"зарубежные, триллеры",film,2019.0
15078,30,70.76666666666667,2123.0,Щенячий патруль,"мультсериалы, спорт, приключения, комедии",series,2013.0
11740,23,92.1304347826087,2119.0,Семь психопатов,"зарубежные, криминал, комедии",film,2012.0
12465,22,96.31818181818181,2119.0,Кладбище домашних животных,"мистика, экранизации, зарубежные, триллеры, ужасы",film,2019.0
7322,22,96.31818181818181,2119.0,Черепашки-ниндзя 2,"боевики, фантастика, семейное, комедии",film,2016.0
4844,22,96.22727272727273,2117.0,Рейс в один конец,"русские, криминал, документальное",film,2019.0
16292,22,96.18181818181819,2116.0,Ангелы Чарли,"боевики, зарубежные, приключения, комедии",film,2019.0
16035,23,91.95652173913044,2115.0,Наветренные острова – жемчужина Полинезии,документальное,film,2020.0
10893,23,91.95652173913044,2115.0,НольНольНоль,"драмы, триллеры, криминал",series,2020.0
4385,22,96.0909090909091,2114.0,007: СПЕКТР,"боевики, триллеры",film,2015.0
15027,22,96.0909090909091,2114.0,Борг/Макинрой,"драмы, спорт, биография",film,2017.0
3649,22,96.04545454545455,2113.0,Отличница лёгкого поведения,"драмы, мелодрамы, комедии",film,2010.0
12584,23,91.82608695652173,2112.0,Ив Сен Лоран: Сумасшедшая любовь,"биография, документальное",film,2010.0
14134,22,95.95454545454545,2111.0,ПреКрасная Шапочка 3,"русские, для детей, сказки, русские мультфильмы, комедии",film,2019.0
14013,22,95.5909090909091,2103.0,Поворот не туда,ужасы,film,2003.0
15006,23,91.30434782608695,2100.0,Танцы на улицах: Нью-Йорк,"драмы, музыкальные, мелодрамы",film,2011.0
4291,25,84.0,2100.0,Маша и Медведь. Караоке,"музыка, развлекательные, мультфильмы",series,2008.0
16072,24,87.5,2100.0,Что знает Оливия,драмы,series,2014.0
4255,22,95.27272727272727,2096.0,"Делай, как надо","драмы, комедии",film,1989.0
5069,22,95.18181818181819,2094.0,Отдай свою душу,"зарубежные, ужасы",film,2019.0
3747,22,95.13636363636364,2093.0,Каникулы маленького Николя,"семейное, комедии",film,2014.0
4654,22,95.13636363636364,2093.0,"Бар ""Гадкий Койот""","драмы, мелодрамы, комедии",film,2000.0
3497,22,95.0909090909091,2092.0,Природный заповедник пролива Бонифачо. Корсика,документальное,film,2020.0
4342,22,95.0909090909091,2092.0,Скрытая любовь,драмы,film,2007.0
6182,22,95.04545454545455,2091.0,Ёлки-палки,комедии,film,1988.0
15437,21,99.57142857142857,2091.0,Кливлендские пленницы,"драмы, зарубежные, биография, криминал",film,2015.0
16256,22,95.04545454545455,2091.0,[4К] Акробаты Суматры. Индонезия,документальное,film,2020.0
1068,22,94.95454545454545,2089.0,Судная ночь 3,"боевики, ужасы, фантастика, триллеры",film,2016.0
7168,24,86.83333333333333,2084.0,Элемент преступления,"драмы, триллеры, криминал",film,1984.0
11399,21,99.23809523809524,2084.0,От заката до рассвета,"криминал, зарубежные, триллеры, боевики, ужасы, комедии",film,1995.0
15216,22,94.72727272727273,2084.0,Счастливого нового дня смерти,"фантастика, ужасы, детективы",film,2019.0
6409,22,94.68181818181819,2083.0,Особо опасен,"боевики, фантастика, триллеры, криминал",film,2008.0
14780,22,94.54545454545455,2080.0,Thomas & Friends: Сказка о храбреце,"детские, зарубежные, приключения",film,2014.0
6913,21,98.95238095238095,2078.0,Одноклассники,комедии,film,2010.0
14336,21,98.9047619047619,2077.0,Чудо-Юдо,"русские, для детей, русские мультфильмы, полнометражные, приключения, семейное, фэнтези, комедии",film,2017.0
4973,24,86.54166666666667,2077.0,Реставрация,"драмы, мелодрамы",film,2021.0
843,21,98.80952380952381,2075.0,Социальная сеть,"драмы, биография",film,2010.0
5034,22,94.13636363636364,2071.0,Во имя отца,"драмы, биография",film,1993.0
12206,24,86.29166666666667,2071.0,Рассекая волны,драмы,film,1996.0
7208,22,94.13636363636364,2071.0,За мечтой,драмы,film,2018.0
6542,21,98.61904761904762,2071.0,[4k] Терминал,"мелодрамы, зарубежные, драмы, комедии",film,2004.0
7230,21,98.57142857142857,2070.0,В ловушке,"боевики, триллеры",film,2020.0
1147,24,86.25,2070.0,Д'Артаньян и три мушкетёра,приключения,series,1978.0
11413,22,93.95454545454545,2067.0,Неаполитанские мошенники,комедии,film,2019.0
1413,23,89.82608695652173,2066.0,Ван Гоги,драмы,film,2018.0
3160,21,98.33333333333333,2065.0,Аксель,"приключения, зарубежные, фантастика, боевики, семейное",film,2018.0
7498,23,89.65217391304348,2062.0,Прекрасный день,комедии,film,2017.0
9606,21,98.0952380952381,2060.0,По Колено,"русские, комедии",series,2021.0
1013,22,93.63636363636364,2060.0,Хитмэн: Агент 47,"боевики, фантастика, триллеры, криминал",film,2015.0
3881,22,93.54545454545455,2058.0,8 новых свиданий,"русские, комедии, мелодрамы",film,2015.0
5881,22,93.45454545454545,2056.0,Улетные букашки,"мультфильм, фэнтези, приключения, комедии",film,2017.0
5684,22,93.45454545454545,2056.0,Мачо и ботан,"боевики, криминал, комедии",film,2012.0
1502,21,97.80952380952381,2054.0,[4k] Особое мнение,"криминал, детективы, приключения, драмы, зарубежные, фантастика, триллеры, боевики",film,2002.0
12574,25,82.12,2053.0,Into_нация большой Одессы,документальное,film,2018.0
11630,28,73.32142857142857,2053.0,Герои Энвелла,мультсериалы,series,2017.0
1242,22,93.22727272727273,2051.0,Норвег,комедии,film,2015.0
5978,28,73.21428571428571,2050.0,Преступление века,документальное,series,2021.0
14526,41,50.0,2050.0,Спорт XX века,документальное,series,2021.0
7117,23,89.08695652173913,2049.0,Игры без мяча,"ужасы, фэнтези, детективы",film,2012.0
14851,21,97.47619047619048,2047.0,Меняющие реальность,"фантастика, триллеры, мелодрамы",film,2011.0
10275,22,93.0,2046.0,Шла собака по роялю,"приключения, мюзиклы, мелодрамы, семейное, комедии",film,1978.0
12889,22,92.95454545454545,2045.0,Пираты по соседству,"фильмы, для детей, приключения, зарубежные, семейное, комедии",film,2020.0
16261,21,97.28571428571429,2043.0000000000002,Чумовая пятница (2003),"мелодрамы, семейное, фэнтези, комедии",film,2003.0
5239,24,85.04166666666667,2041.0,Бешеный пёс,"криминал, детективы",series,2017.0
7358,21,97.14285714285714,2040.0,Трансформеры: Последний рыцарь,"боевики, фантастика, приключения",film,2017.0
12426,21,97.0952380952381,2039.0000000000002,Каникулы строгого режима,"русские, приключения, драмы, семейное, комедии",film,2009.0
15634,24,84.95833333333333,2039.0,Концерт Noize MC 14.05.2020,"концерт, музыкальные",film,2020.0
2428,21,97.0,2037.0,Кадавр,"ужасы, триллеры, детективы",film,2018.0
7986,23,88.52173913043478,2036.0,Чайка,"драмы, мелодрамы, комедии",film,2018.0
15473,21,96.95238095238095,2036.0,Прорыв,"драмы, биография",film,2019.0
1575,22,92.5,2035.0,Охотники за искусством,"криминал, детективы",series,2017.0
7378,22,92.4090909090909,2033.0,Под прикрытием,"драмы, биография, криминал, историческое",series,2015.0
15047,21,96.80952380952381,2033.0,Карантин Z,"фантастика, зарубежные, боевики, ужасы",film,2018.0
8532,22,92.36363636363636,2032.0,Упс… Ной уплыл!,"семейное, развлекательные, мультфильмы",film,2015.0
14675,22,92.22727272727273,2029.0000000000002,"Знаешь, мама, где я был","мультфильм, биография, комедии, документальное",film,2017.0
11291,21,96.61904761904762,2029.0,Принцесса и лягушка,"фэнтези, мультфильм, музыкальные",film,2009.0
12363,23,88.21739130434783,2029.0,В ночи,"криминал, драмы, триллеры, мелодрамы, комедии",film,1985.0
11370,23,88.08695652173913,2026.0,Без изъяна,"драмы, триллеры, криминал",film,2007.0
2697,21,96.47619047619048,2026.0,Отпуск по обмену,"мелодрамы, комедии",film,2006.0
14559,22,92.0,2024.0,Время женщин,мелодрамы,film,2018.0
1753,22,91.81818181818181,2020.0,Шерлок Холмс и доктор Ватсон,"русские, детективы",series,1979.0
2426,24,84.04166666666667,2017.0,Схватка,"драмы, триллеры, криминал, детективы",series,2007.0
13971,22,91.68181818181819,2017.0,Enchantimals: Весна на урожайных полях,"для детей, приключения, зарубежные, фэнтези, западные мультфильмы",film,2020.0
14133,21,96.0,2016.0,Му-му,драмы,film,1998.0
13127,21,95.95238095238095,2015.0,Правда или действие,"ужасы, триллеры",film,2018.0
13534,23,87.6086956521739,2014.9999999999998,Светила,"драмы, исторические, фэнтези, приключения",series,2020.0
14765,21,95.80952380952381,2012.0,Спасатели Малибу. Расширенная версия,"боевики, зарубежные, криминал, комедии",film,2017.0
3757,21,95.76190476190476,2011.0,Облепиховое лето,"драмы, биография",film,2018.0
12842,24,83.75,2010.0,Эйфория,драмы,series,2019.0
12183,22,91.31818181818181,2009.0,Голос за кадром,"боевики, драмы, триллеры, мелодрамы",film,2011.0
3240,22,91.27272727272727,2007.9999999999998,"Архипелаг Гамбье, самый отдалённый архипелаг Полинезии",документальное,film,2020.0
12257,23,87.08695652173913,2003.0,Мистер Мерседес,"фантастика, триллеры, детективы",series,2017.0
7253,22,90.95454545454545,2001.0,Сделано в Италии,"мелодрамы, комедии",film,2018.0
14308,29,68.96551724137932,2000.0000000000002,Эскадрон гусар летучих,военные,series,1980.0
7360,21,95.23809523809524,2000.0,Аммонит,"драмы, мелодрамы",film,2020.0
9494,24,83.33333333333333,2000.0,Зубабу,мультсериалы,series,2011.0
9766,22,90.81818181818181,1998.0,Афера Оливера Твиста,"боевики, драмы",film,2021.0
2775,20,99.85,1997.0,Убийца,"боевики, драмы, триллеры, детективы",film,2015.0
3015,24,83.125,1995.0,Концерт Ольга Серябкина,"концерт, музыкальные",film,2020.0
9134,22,90.63636363636364,1994.0,Анна Франк. Параллельные истории,"драмы, историческое, документальное",film,2019.0
1901,20,99.6,1992.0,"Дорогая, я уменьшил детей","фантастика, семейное, приключения, комедии",film,1989.0
11602,20,99.6,1992.0,Мир Юрского периода: Побег Индоминуса,"приключения, зарубежные, фантастика, семейное, западные мультфильмы, комедии",film,2016.0
7529,21,94.85714285714286,1992.0,Трансформеры: Месть падших,"боевики, фантастика, приключения",film,2009.0
10427,24,83.0,1992.0,Антибумер,комедии,film,2004.0
10568,23,86.6086956521739,1991.9999999999998,"Нью-Йорк, Нью-Йорк","драмы, комедии",film,2008.0
12212,21,94.80952380952381,1991.0,Белоснежка. Сказка для взрослых,"драмы, зарубежные, комедии",film,2019.0
5967,23,86.52173913043478,1990.0,Братья вне игры,"драмы, спорт",series,2015.0
8851,21,94.71428571428571,1988.9999999999998,Лисы,"драмы, фантастика",film,2013.0
5338,21,94.66666666666667,1988.0,Фиксики: Большой секрет (жестовым языком),"фантастика, полнометражные, приключения, комедии",film,2017.0
8809,21,94.61904761904762,1987.0,Пленница,драмы,film,2013.0
16479,22,90.31818181818181,1987.0,Тайна долины фонарей,"развлекательные, мультфильмы",film,2021.0
14715,22,90.31818181818181,1987.0,Вход в пустоту,"драмы, фэнтези",film,2009.0
12588,24,82.66666666666667,1984.0,Миллионы Пабло Эскобара,документальное,series,2017.0
15160,21,94.47619047619048,1984.0,Прогулка среди могил,"криминал, детективы, драмы, зарубежные, триллеры",film,2014.0
9136,21,94.38095238095238,1982.0,Аня наоборот,мелодрамы,film,2018.0
5243,21,94.33333333333333,1981.0,Каждый 88,"мелодрамы, комедии",film,2015.0
1755,21,94.28571428571429,1980.0000000000002,Безумное озеро,"зарубежные, ужасы, комедии",film,2016.0
478,21,94.23809523809524,1979.0,В лучах славы,"драмы, спорт",film,2004.0
6101,20,98.9,1978.0,Рыцари справедливости,"боевики, драмы, комедии",film,2020.0
2830,23,85.91304347826087,1976.0,Мама,драмы,series,2018.0
12528,22,89.77272727272727,1974.9999999999998,Смерть шпионам. Скрытый враг,"исторические, военные, детективы",series,2012.0
11061,23,85.8695652173913,1974.9999999999998,Полу-Нельсон,драмы,film,2006.0
14688,23,85.78260869565217,1973.0,Убивая Еву,"боевики, триллеры, приключения",series,2018.0
14551,22,89.5909090909091,1971.0,Экстирпация,"драмы, ужасы",film,2012.0
15382,22,89.5,1969.0,Тёпа и замок чудес,"музыка, развлекательные, для детей",film,2020.0
8065,23,85.56521739130434,1968.0,Громовы,"драмы, русские",series,2006.0
470,22,89.18181818181819,1962.0,Красотки в Париже,комедии,film,2014.0
1721,20,98.05,1961.0,Петя по дороге в Царствие Небесное,"драмы, комедии",film,2009.0
2557,22,89.04545454545455,1959.0,Темные начала,"драмы, фэнтези, приключения",series,2019.0
10321,22,89.0,1958.0,Вы только посмотрите на нее,"драмы, комедии",film,2018.0
12438,21,93.23809523809524,1958.0,Женщины против мужчин: Крымские каникулы,"русские, комедии",film,2018.0
2938,21,93.14285714285714,1956.0,Рэмбо: Первая кровь 2,"приключения, зарубежные, триллеры, военные, боевики",film,1985.0
15987,21,93.0952380952381,1955.0000000000002,Секрет,"драмы, мелодрамы",film,2020.0
11080,21,93.04761904761905,1954.0,13 камер,"криминал, драмы, зарубежные, триллеры, ужасы",film,2015.0
4365,21,93.0,1953.0,Хэткэт,"мелодрамы, комедии",film,2016.0
7411,23,84.91304347826087,1953.0,Однажды ночью,"триллеры, детективы",series,2016.0
10296,22,88.72727272727273,1952.0000000000002,Перекрестки,"драмы, триллеры",film,2015.0
4028,20,97.55,1951.0,Судная ночь 2,"боевики, триллеры, криминал",film,2014.0
2130,23,84.78260869565217,1950.0,"Дорога, ведущая к счастью",мелодрамы,series,2008.0
8225,25,77.8,1945.0,Аномалии тела,документальное,series,2018.0
13602,21,92.61904761904762,1945.0,Псы,"драмы, мультфильм, военные",film,2019.0
15270,21,92.61904761904762,1945.0,Одной волшебной ночью,комедии,film,2019.0
9486,20,97.1,1942.0,Сказ про Федота-Стрельца,"фэнтези, комедии",film,2001.0
15930,22,88.27272727272727,1941.9999999999998,Концерт Мари Краймбрери,"концерт, музыкальные",film,2020.0
7755,21,92.38095238095238,1940.0,Воспоминания Победы,документальное,film,2021.0
9432,21,92.28571428571429,1938.0000000000002,Третий акт,"драмы, комедии",film,2011.0
14621,20,96.85,1937.0,Пушистик,"мультфильм, комедии",film,2016.0
6072,22,88.0,1936.0,Пылающий,"драмы, триллеры, детективы",film,2018.0
8688,20,96.7,1934.0,Самый пьяный округ в мире,"драмы, зарубежные, криминал",film,2012.0
4633,35,55.22857142857143,1933.0,Содержанки Special,ток-шоу,series,2019.0
97,20,96.55,1931.0,Волшебное королевство Щелкунчика,"для детей, полнометражные, зарубежные, семейное, западные мультфильмы",film,2015.0
5940,20,96.25,1925.0,101 далматинец 2: Приключения Патча в Лондоне,"семейное, мультфильм, приключения, комедии",film,2003.0
5708,21,91.66666666666667,1925.0,Рики и флэш,"драмы, музыкальные, комедии",film,2015.0
8272,21,91.57142857142857,1923.0,Общак,"драмы, триллеры, криминал",film,2014.0
5661,21,91.52380952380952,1922.0,Приказано: уничтожить,"боевики, зарубежные, триллеры",film,2020.0
10461,20,96.1,1922.0,Сегодня увольнения не будет,"драмы, триллеры",film,1958.0
4208,20,96.05,1921.0,Гретель и Гензель,"зарубежные, триллеры, фэнтези, ужасы",film,2020.0
10133,20,95.95,1919.0,Цыпочка,"фэнтези, комедии",film,2002.0
10937,21,91.38095238095238,1919.0,Имя,"драмы, комедии",film,2012.0
1656,21,91.33333333333333,1918.0,Ученик Чародея,"боевики, семейное, фэнтези, приключения",film,2010.0
10612,21,91.28571428571429,1917.0000000000002,Внутри убийства,"мистика, триллеры, криминал",series,2018.0
6346,20,95.85,1917.0,Богатые и странные,"мелодрамы, триллеры, комедии",film,1931.0
13432,20,95.85,1917.0,"Темно-синий, почти черный",драмы,film,2006.0
3172,24,79.83333333333333,1916.0,Луна над Турином,комедии,film,2013.0
12838,23,83.1304347826087,1912.0000000000002,Идеальное соревнование,"мелодрамы, комедии",series,2017.0
11651,20,95.6,1912.0,Форма голоса,"аниме, мелодрамы",film,2016.0
2957,20,95.5,1910.0,451° по Фаренгейту,"фантастика, триллеры",film,2018.0
13888,22,86.81818181818181,1910.0,Домовой: Начало,"зарубежные, мистика, короткометражные, ужасы",film,2020.0
8407,20,95.5,1910.0,Байкер,"криминал, мелодрамы",film,2009.0
8556,20,95.45,1909.0,Страж побережья,документальное,film,2020.0
3805,20,95.45,1909.0,Мидуэй,"боевики, драмы, историческое, военные",film,2019.0
8180,20,95.35,1907.0,Модификаты,"боевики, фантастика",film,2019.0
7326,20,95.35,1907.0,"Гудбай, Америка","драмы, русские, комедии",film,2020.0
5700,31,61.516129032258064,1907.0,Рим,"драмы, исторические, биография",series,2005.0
16262,20,95.15,1903.0,Приключения Домовенка,"детские, русские, мультфильмы",film,1986.0
13901,21,90.57142857142857,1902.0,Пятеро друзей 2,"семейное, криминал, приключения",film,2013.0
5476,19,100.0,1900.0,[4К] Такие разные самцы орангутанов,документальное,film,2020.0
4991,21,90.47619047619048,1900.0,"Сказка, рассказанная ночью","драмы, семейное, фэнтези, приключения",film,1981.0
15011,20,95.0,1900.0,В погоне за счастьем,"драмы, биография",film,2006.0
7286,20,94.9,1898.0,Мужчина по вызову 2,"зарубежные, комедии",film,2005.0
12836,21,90.33333333333333,1897.0,Открытая дорога назад,"драмы, комедии",film,2008.0
6796,19,99.73684210526316,1895.0000000000002,"Станция ""Сеул""","драмы, ужасы, мультфильм",film,2016.0
11387,21,90.19047619047619,1894.0,Книги Просперо,"драмы, фэнтези",film,1991.0
2680,21,90.14285714285714,1893.0,Саша ищет таланты,комедии,film,2020.0
548,21,90.0952380952381,1892.0000000000002,Острог. Дело Федора Сеченова,"драмы, триллеры, криминал",series,2006.0
455,22,85.95454545454545,1891.0,Пена дней,"драмы, фэнтези, мелодрамы",film,2013.0
1957,22,85.86363636363636,1889.0,Искусство молчания,комедии,film,2018.0
4643,20,94.45,1889.0,Третий лишний,"фэнтези, комедии",film,2012.0
10414,20,94.2,1884.0,Дар,"триллеры, детективы",film,2000.0
7617,19,99.10526315789474,1883.0,[4k] Игры с огнем,"зарубежные, семейное, комедии",film,2019.0
5115,23,81.78260869565217,1881.0,Cекс зарядка,для взрослых,film,2017.0
10643,20,94.05,1881.0,Я и ты,драмы,film,2017.0
10867,20,94.0,1880.0,Бизнес по-казахски в Америке,комедии,film,2017.0
12982,20,94.0,1880.0,Код Красный,драмы,film,2018.0
8789,21,89.52380952380952,1880.0,Неестественная смерть,"криминал, детективы",series,2018.0
4772,20,93.9,1878.0,14+,мелодрамы,film,2015.0
2059,21,89.42857142857143,1878.0,Монкарт,"фантастика, мультсериалы, фэнтези, приключения",series,2017.0
2299,21,89.38095238095238,1877.0,Рубика,"мультфильм, приключения",film,2010.0
16471,20,93.8,1876.0,Полярные приключения,"мультфильм, приключения, комедии",film,2016.0
4146,20,93.7,1874.0,Ветка сирени,"драмы, музыкальные",film,2007.0
12508,20,93.65,1873.0,Ребенок любой ценой,комедии,film,2013.0
15174,19,98.57894736842105,1873.0,Ясновидящая,"драмы, триллеры",film,2008.0
13416,19,98.52631578947368,1872.0,Лев Яшин. Вратарь моей мечты,"драмы, спорт, биография, русские",film,2019.0
7499,20,93.5,1870.0,Дядя Саша,комедии,film,2018.0
7904,21,89.0,1869.0,Маленькие женщины,драмы,series,2017.0
14232,20,93.3,1866.0,Хармс,"драмы, биография",film,2016.0
8810,29,64.27586206896552,1864.0000000000002,Мост,детективы,series,2020.0
2124,20,93.05,1861.0,Любовь с риском для жизни,"мелодрамы, комедии",film,2010.0
7531,19,97.94736842105263,1861.0,Шафт,"боевики, триллеры",film,2000.0
9854,20,93.0,1860.0,Трансформеры 3: Тёмная сторона Луны,"боевики, фантастика, приключения",film,2011.0
1658,19,97.73684210526316,1857.0000000000002,Грипп панды,"мелодрамы, комедии",film,2014.0
13460,20,92.85,1857.0,Шаг вперёд,"драмы, мелодрамы",film,2006.0
6289,20,92.85,1857.0,Рэмбо: Первая кровь,"драмы, зарубежные, боевики, приключения",film,1982.0
5839,20,92.75,1855.0,Символ полуострова,документальное,film,2020.0
5725,21,88.33333333333333,1855.0,Йоганутые,"ужасы, триллеры, фэнтези, комедии",film,2015.0
3500,19,97.57894736842105,1854.0,Астрал: Новое измерение,"зарубежные, ужасы",film,2018.0
11759,21,88.23809523809524,1853.0,Туча,"боевики, драмы, русские, криминал",film,2020.0
2058,19,97.42105263157895,1851.0,Тупой и еще тупее 2,"зарубежные, комедии",film,2014.0
14420,20,92.5,1850.0,Дюна,"боевики, фантастика",film,1984.0
7558,20,92.5,1850.0,Дадли Справедливый,"мелодрамы, семейное, комедии",film,1999.0
2420,24,77.08333333333333,1850.0,Идеальная пара,"мелодрамы, криминал, комедии",series,2001.0
6357,20,92.4,1848.0,Морган,"боевики, ужасы, фантастика, триллеры",film,2016.0
13817,21,88.0,1848.0,Пробуждая мертвецов,"драмы, триллеры, детективы, мелодрамы",film,2000.0
3610,19,97.26315789473684,1847.9999999999998,Счастливого дня смерти,"фантастика, ужасы, детективы, комедии",film,2017.0
851,19,97.15789473684211,1846.0,Гадкие лебеди,"драмы, фантастика, детективы",film,2006.0
4698,20,92.3,1846.0,Новый Папа,драмы,series,2019.0
15247,20,92.3,1846.0,Гордость и предубеждение,"драмы, мелодрамы",film,1940.0
7394,19,97.10526315789474,1845.0,Слушая Бетховена,мультфильм,film,2015.0
10396,19,97.10526315789474,1845.0,Миллионер из трущоб,драмы,film,2008.0
11991,19,97.10526315789474,1845.0,[4k] Дракула,"зарубежные, ужасы, фэнтези, мелодрамы",film,1992.0
11126,20,92.15,1843.0,Северная Атлантика,драмы,film,2010.0
15183,20,92.15,1843.0,Брюс Ли: Рождение дракона,"драмы, зарубежные, боевики, биография",film,2016.0
10274,20,91.9,1838.0,Триггер,"драмы, медицинские, русские",series,2020.0
8467,20,91.85,1837.0,С чистого листа,мелодрамы,film,2013.0
7346,19,96.52631578947368,1834.0,[4k] Капкан,"драмы, зарубежные, триллеры, ужасы",film,2019.0
12582,19,96.52631578947368,1834.0,Заклинание,"ужасы, триллеры",film,2020.0
9522,19,96.36842105263158,1831.0,"Макатеа, промышленная зона. Французская Полинезия",документальное,film,2020.0
12708,19,96.26315789473684,1828.9999999999998,[4К] По следу царя Арктики,документальное,film,2020.0
12706,19,96.21052631578948,1828.0,Ип Ман 2,"драмы, зарубежные, боевики, биография",film,2010.0
12776,19,96.21052631578948,1828.0,Изобретатель,"мультфильм, комедии",film,2010.0
6829,20,91.35,1827.0,Муви 43,"зарубежные, комедии",film,2013.0
7284,20,91.35,1827.0,Рассказ служанки,"драмы, зарубежные, экранизации",film,1989.0
6327,20,91.25,1825.0,Жена с того света,мелодрамы,series,2018.0
11404,19,96.0,1824.0,Цыпленок Цыпа,"мультфильм, приключения, фантастика, фэнтези, комедии",film,2005.0
15584,19,96.0,1824.0,Тёмная как ночь. Анна Каренина,драмы,film,2019.0
3235,19,96.0,1824.0,"[4К] Pe'i, танец предков. Французская Полинезия",документальное,film,2020.0
1616,19,95.84210526315789,1821.0,Мексиканская стена,"драмы, комедии",film,2019.0
7124,21,86.71428571428571,1820.9999999999998,Тэли и Толи,"мелодрамы, комедии",film,2015.0
14725,23,79.08695652173913,1819.0,Расти-механик,"семейное, для детей",series,2016.0
10832,19,95.63157894736842,1817.0,Агасфер,драмы,film,2018.0
13688,20,90.8,1816.0,Джоди Моди и нескучное лето,"семейное, комедии",film,2011.0
7635,20,90.6,1812.0,Захочу и соскочу. Мастер-класс,"боевики, криминал, комедии",film,2017.0
9440,21,86.0952380952381,1808.0000000000002,Отвязные приключения в Лондоне,"драмы, комедии",film,2017.0
12217,20,90.35,1807.0,[4К] Экспедиция в арктическом холоде,документальное,film,2020.0
5714,20,90.3,1806.0,Рождественский коттедж,"драмы, биография",film,2007.0
14790,21,85.95238095238095,1805.0,Захар,документальное,film,2011.0
4158,20,90.2,1804.0,Вспышка,"драмы, мелодрамы",film,2014.0
8715,19,94.94736842105263,1804.0,Двойной удар,"боевики, зарубежные, криминал",film,1991.0
12829,19,94.94736842105263,1804.0,"Шесть дней, семь ночей","боевики, мелодрамы, комедии",film,1998.0
4600,19,94.84210526315789,1802.0,На грани,"боевики, драмы, триллеры, приключения",film,1997.0
14773,19,94.73684210526316,1800.0000000000002,...А зори здесь тихие,"драмы, военные",series,1972.0
1932,18,100.0,1800.0,Белые росы,"драмы, мелодрамы, советские, комедии",film,1984.0
11851,19,94.6842105263158,1799.0,Карантин,"семейное, приключения, комедии",film,1983.0
15314,22,81.72727272727273,1798.0000000000002,Острые козырьки,"драмы, криминал",series,2013.0
12332,20,89.9,1798.0,Пионеры,"мультфильм, комедии",film,2017.0
11168,20,89.8,1796.0,Меня там нет,"драмы, биография, музыкальные, вестерн",film,2007.0
16022,18,99.66666666666667,1794.0,Турист,"боевики, мелодрамы, приключения, комедии",film,2010.0
2781,19,94.15789473684211,1789.0,Сити Айленд,"драмы, комедии",film,2009.0
11744,18,99.22222222222223,1786.0,Колумнистка,"триллеры, криминал, комедии",film,2019.0
4122,19,94.0,1786.0,"Петровка, 38",криминал,film,1980.0
12245,21,85.0,1785.0,Танцующая в темноте,"драмы, криминал, мюзиклы",film,2000.0
14836,19,93.94736842105263,1785.0,Ералаш выпуск №25,семейное,film,1980.0
4899,19,93.84210526315789,1783.0,Мужчина по вызову,"мелодрамы, комедии",film,1999.0
10906,18,98.88888888888889,1780.0,Сказка для Наташи,"детские, русские, мультфильмы",film,1986.0
2,20,89.0,1780.0,Жаркое по-французски,"мультфильм, комедии",film,2008.0
3579,20,88.95,1779.0,Местные,"фантастика, зарубежные, триллеры",film,2018.0
8219,20,88.95,1779.0,Пегас: Волшебный пони,семейное,film,2019.0
1897,20,88.8,1776.0,Подкидыш (2019),"русские, криминал, детективы",series,2019.0
2670,20,88.75,1775.0,Зерно,"драмы, комедии",film,2016.0
7781,18,98.55555555555556,1774.0,Вилли и крутые тачки,"для детей, приключения, зарубежные, семейное, комедии",film,2018.0
6141,19,93.36842105263158,1774.0,Почему мы креативны?,документальное,film,2018.0
7415,19,93.3157894736842,1773.0,Бизнес по-казахски,комедии,film,2016.0
13337,19,93.15789473684211,1770.0,Смертоносная жертва,"боевики, зарубежные, триллеры",film,2013.0
